query_id	doc_id	score
220	193	1
221	185	1
221	193	1
222	2	1
222	185	1
222	193	1
223	185	1
223	193	1
224	298	1
225	300	1
225	302	1
226	299	1
226	786	1
227	303	1
227	304	1
228	300	1
229	300	1
230	204	1
230	298	1
231	272	1
231	294	1
231	298	1
232	82	1
232	83	1
232	298	1
233	42	1
233	45	1
233	795	1
233	797	1
233	804	1
233	805	1
234	301	1
234	302	1
235	305	1
236	305	1
236	1096	1
236	30182	1
237	301	1
237	302	1
238	83	1
238	301	1
239	223	1
239	224	1
239	227	1
239	228	1
239	237	1
240	82	1
241	298	1
242	85	1
243	82	1
243	83	1
243	85	1
243	298	1
244	85	1
244	306	1
245	83	1
245	301	1
246	303	1
246	30182	1
247	84	1
247	183	1
247	306	1
248	23579	1
248	27707	1
248	30182	1
249	82	1
249	83	1
250	204	1
250	298	1
250	304	1
251	300	1
252	799	1
252	800	1
252	23655	1
253	232	1
253	300	1
254	83	1
254	301	1
255	425	1
255	426	1
255	427	1
256	425	1
256	426	1
256	427	1
257	434	1
258	434	1
259	429	1
260	425	1
260	441	1
260	442	1
260	454	1
260	455	1
261	425	1
262	430	1
263	431	1
264	432	1
265	435	1
266	436	1
267	440	1
267	1098	1
267	1104	1
268	435	1
268	831	1
269	433	1
270	437	1
271	47	1
271	439	1
272	438	1
273	425	1
273	438	1
274	435	1
274	438	1
275	427	1
275	428	1
276	426	1
276	516	1
276	524	1
277	425	1
278	218	1
278	222	1
279	222	1
280	218	1
281	220	1
282	223	1
282	30141	1
283	224	1
283	225	1
283	30142	1
284	224	1
285	226	1
285	1038	1
286	219	1
286	30149	1
287	218	1
287	25370	1
288	228	1
289	228	1
290	229	1
290	30148	1
291	229	1
291	230	1
291	30150	1
292	230	1
292	30147	1
293	230	1
293	30147	1
294	231	1
294	839	1
294	30144	1
295	30151	1
296	232	1
297	233	1
298	233	1
299	234	1
300	236	1
300	30129	1
301	236	1
301	30145	1
302	237	1
303	30129	1
304	238	1
305	239	1
306	227	1
306	30146	1
307	11517	1
308	11518	1
308	11540	1
309	11526	1
310	11517	1
311	1163	1
312	804	1
312	14396	1
312	14399	1
312	14773	1
313	11531	1
313	14424	1
313	55139	1
314	11535	1
315	11520	1
315	31110	1
316	11521	1
317	11516	1
318	11516	1
318	11552	1
319	11527	1
320	34	1
321	28195	1
322	35	1
322	11521	1
323	11523	1
324	11506	1
325	11522	1
325	11560	1
326	24779	1
327	82	1
327	24779	1
327	27677	1
328	11564	1
328	11565	1
329	27673	1
330	11564	1
330	27674	1
331	11565	1
332	11566	1
333	11520	1
334	11546	1
335	21636	1
335	22281	1
336	23829	1
337	21636	1
337	22281	1
338	21636	1
338	22281	1
339	22281	1
340	22281	1
341	22281	1
342	21636	1
342	22281	1
343	21636	1
343	22281	1
344	21636	1
344	22281	1
345	7515	1
345	21636	1
346	7515	1
346	21636	1
347	25469	1
348	12847	1
349	12847	1
350	24303	1
350	24310	1
351	24303	1
351	24304	1
352	24298	1
353	1195	1
354	1195	1
355	1196	1
356	1197	1
357	1198	1
358	1199	1
359	1200	1
360	1195	1
360	25500	1
361	1195	1
361	1196	1
361	1200	1
362	1195	1
363	21645	1
364	1201	1
365	14438	1
366	14444	1
366	14516	1
367	7606	1
368	14441	1
369	14441	1
370	14441	1
371	14441	1
372	14441	1
373	14441	1
374	11621	1
374	14441	1
375	14441	1
375	38057	1
376	747	1
376	752	1
376	3387	1
376	14436	1
376	38057	1
376	38058	1
377	14441	1
377	14478	1
377	30094	1
377	38075	1
378	14441	1
378	14503	1
379	14441	1
379	14503	1
379	26470	1
380	14441	1
380	14503	1
380	26470	1
380	30094	1
381	13037	1
381	14441	1
382	13209	1
382	14441	1
383	13037	1
383	14441	1
384	13037	1
384	14441	1
384	14444	1
384	14516	1
384	38061	1
385	14441	1
386	1142	1
386	1143	1
386	14441	1
387	1142	1
387	1143	1
387	14441	1
388	14441	1
388	14528	1
389	14444	1
389	14516	1
389	30096	1
389	38060	1
390	14527	1
390	14528	1
390	30091	1
390	30092	1
390	54112	1
391	14441	1
392	14441	1
393	14441	1
394	14441	1
395	14441	1
396	14442	1
396	14460	1
396	14473	1
397	13953	1
397	14442	1
397	14460	1
397	14473	1
398	14460	1
398	14461	1
399	30103	1
400	30103	1
401	14460	1
401	14461	1
402	14460	1
402	14461	1
402	19395	1
402	34693	1
403	14460	1
403	14461	1
403	14465	1
403	14737	1
403	14742	1
403	49190	1
404	14460	1
404	14461	1
404	21591	1
404	21704	1
405	14448	1
406	14448	1
407	14448	1
408	14448	1
409	14451	1
409	14452	1
410	14448	1
411	14448	1
411	14478	1
412	14448	1
413	14444	1
414	14444	1
415	14448	1
415	30096	1
416	14448	1
417	14448	1
418	14438	1
418	14473	1
418	30112	1
419	14438	1
419	14473	1
419	30112	1
420	30105	1
421	30105	1
422	38072	1
422	38073	1
423	14480	1
424	14480	1
425	14482	1
426	14480	1
426	14482	1
427	14470	1
427	14471	1
427	14472	1
427	38072	1
428	14470	1
428	14471	1
428	14472	1
428	38072	1
429	14524	1
430	14470	1
430	14471	1
430	14472	1
430	14524	1
431	14472	1
432	14470	1
432	14471	1
432	14472	1
433	14471	1
434	14524	1
435	14477	1
435	30109	1
436	14477	1
436	30109	1
437	14438	1
437	14473	1
437	30112	1
438	14473	1
439	14474	1
440	14474	1
441	14476	1
442	13040	1
442	14473	1
443	14478	1
444	14472	1
444	14521	1
444	30107	1
445	30106	1
446	1129	1
446	1168	1
447	1168	1
447	5027	1
448	47508	1
448	55222	1
449	47508	1
449	55222	1
450	1168	1
450	1222	1
450	47508	1
451	47508	1
452	28427	1
452	32453	1
452	32454	1
452	55224	1
453	4972	1
453	5027	1
453	55224	1
454	55222	1
454	55290	1
455	54996	1
455	55222	1
456	1168	1
457	1170	1
457	29702	1
458	1168	1
458	1171	1
459	1172	1
459	46221	1
459	46222	1
460	1173	1
460	4355	1
461	1174	1
462	1168	1
462	1174	1
463	1175	1
463	29688	1
463	29690	1
464	99	1
464	100	1
464	102	1
465	1168	1
465	29686	1
466	1168	1
466	29685	1
467	1115	1
467	1124	1
468	1169	1
468	32450	1
468	32472	1
468	46219	1
469	1129	1
469	1168	1
469	1169	1
470	1168	1
470	1171	1
470	8952	1
471	1153	1
471	1173	1
471	29687	1
472	1115	1
472	1118	1
472	29687	1
473	1168	1
473	16823	1
474	504	1
474	11129	1
475	504	1
475	11131	1
476	507	1
476	11153	1
476	11194	1
476	11195	1
477	506	1
477	11148	1
478	510	1
478	11129	1
478	11182	1
478	11184	1
479	508	1
479	11194	1
480	509	1
480	11160	1
480	11196	1
481	510	1
481	11147	1
481	11165	1
481	11166	1
481	11167	1
482	511	1
482	11149	1
482	11150	1
482	11200	1
483	72	1
483	512	1
484	47	1
484	100	1
484	513	1
485	514	1
485	11177	1
485	11207	1
486	515	1
486	11160	1
486	11216	1
487	11130	1
488	11133	1
489	11160	1
489	11171	1
489	11180	1
489	11181	1
490	11195	1
491	11209	1
491	11210	1
491	11211	1
492	10888	1
492	10889	1
492	10890	1
492	10891	1
492	10892	1
492	10910	1
492	10912	1
493	10884	1
494	10888	1
495	10889	1
495	10891	1
495	10892	1
496	10883	1
497	10883	1
498	10888	1
499	10892	1
499	31791	1
500	10891	1
500	10892	1
501	10891	1
502	10891	1
503	10890	1
504	10890	1
504	31787	1
505	10890	1
505	31786	1
506	10896	1
506	42992	1
507	42992	1
508	10890	1
509	10890	1
510	10929	1
511	10884	1
511	10929	1
512	10894	1
512	10933	1
512	23533	1
512	23534	1
512	23535	1
513	10894	1
513	23536	1
513	23537	1
514	10893	1
514	23541	1
515	10886	1
516	43051	1
517	10893	1
517	10895	1
517	10912	1
517	10939	1
517	17522	1
518	10893	1
519	10929	1
519	10936	1
519	31808	1
520	10929	1
520	10936	1
520	31808	1
521	10936	1
521	10937	1
522	10905	1
522	10906	1
523	43007	1
524	10884	1
524	10929	1
524	31808	1
524	43055	1
525	10928	1
525	31808	1
526	10903	1
526	10925	1
526	31805	1
527	10910	1
527	10911	1
527	10913	1
527	10925	1
528	10912	1
528	10913	1
528	10925	1
528	31800	1
529	10919	1
529	10920	1
530	10937	1
530	30733	1
531	10923	1
532	10929	1
533	10929	1
534	10924	1
534	10925	1
535	10937	1
535	30741	1
535	30742	1
536	10893	1
536	10928	1
536	10937	1
537	10893	1
537	10928	1
537	10937	1
538	30743	1
538	30744	1
539	10943	1
539	10944	1
539	30745	1
539	30746	1
539	30747	1
539	30748	1
539	30749	1
540	10944	1
541	30750	1
542	10947	1
542	10948	1
542	25583	1
542	25584	1
542	30910	1
542	55077	1
542	55078	1
542	55079	1
543	10939	1
544	10939	1
545	10928	1
546	10910	1
546	10922	1
547	10940	1
548	10939	1
549	1023	1
550	939	1
550	1024	1
551	1025	1
552	962	1
552	1025	1
553	887	1
553	1026	1
554	1027	1
555	1028	1
556	1029	1
557	1030	1
558	1031	1
559	1033	1
560	1034	1
561	1035	1
562	872	1
562	26554	1
563	1023	1
563	1024	1
564	1023	1
565	1023	1
566	1023	1
566	1024	1
567	1023	1
568	1013	1
568	1014	1
569	1015	1
570	860	1
570	1016	1
571	5099	1
572	5051	1
573	5046	1
574	939	1
574	1013	1
575	1007	1
575	1008	1
576	858	1
576	1014	1
577	5049	1
577	5100	1
578	608	1
578	5046	1
579	860	1
579	962	1
580	804	1
580	5099	1
581	242	1
582	5085	1
583	5099	1
584	1017	1
584	1019	1
585	1017	1
585	1019	1
586	240	1
586	242	1
586	1017	1
586	1019	1
587	880	1
587	1018	1
587	1019	1
587	1022	1
588	1019	1
589	1020	1
590	1020	1
591	1020	1
591	1021	1
592	1020	1
593	1020	1
593	1021	1
594	1017	1
594	1019	1
595	55166	1
596	55166	1
597	24975	1
598	24974	1
599	24978	1
600	55166	1
600	55198	1
601	55166	1
602	55166	1
603	21885	1
604	5686	1
604	24980	1
605	1202	1
606	1203	1
606	30614	1
607	1204	1
608	1204	1
609	1205	1
610	1206	1
611	1207	1
612	1208	1
613	1208	1
614	1206	1
615	1204	1
616	1206	1
617	1204	1
618	1206	1
619	1206	1
619	7954	1
620	1195	1
620	1204	1
621	839	1
621	846	1
622	31409	1
622	35359	1
623	344	1
623	1098	1
624	330	1
624	808	1
624	31416	1
625	31401	1
626	31409	1
627	804	1
628	31395	1
629	328	1
629	31393	1
630	31394	1
631	328	1
631	343	1
631	804	1
631	31393	1
632	31420	1
633	31411	1
634	31411	1
635	31403	1
636	99	1
636	100	1
637	31406	1
638	31431	1
639	31401	1
639	31413	1
640	31417	1
641	344	1
641	31427	1
641	31429	1
641	31430	1
641	31431	1
641	31432	1
642	31433	1
643	31428	1
644	31434	1
645	344	1
645	21781	1
645	21782	1
646	72	1
646	31435	1
646	31436	1
647	31402	1
648	62	1
648	63	1
648	325	1
649	119	1
649	31404	1
650	31405	1
651	89	1
651	225	1
651	323	1
651	328	1
651	469	1
651	510	1
651	718	1
651	726	1
651	734	1
651	804	1
651	815	1
651	818	1
651	829	1
651	958	1
651	959	1
651	1119	1
651	1120	1
651	1121	1
651	1202	1
651	13013	1
651	13056	1
651	31393	1
651	31399	1
652	336	1
652	35335	1
653	31394	1
654	31415	1
655	103	1
655	104	1
656	31420	1
657	5039	1
657	5082	1
658	5084	1
658	46306	1
659	34533	1
659	42884	1
660	5083	1
661	5081	1
661	5096	1
661	5098	1
662	5083	1
663	926	1
664	5085	1
665	4414	1
665	5084	1
666	34	1
666	39	1
667	891	1
667	22281	1
668	809	1
668	31489	1
668	34530	1
669	46	1
669	4414	1
670	34519	1
670	34533	1
670	42874	1
670	42877	1
671	2370	1
672	34530	1
673	5081	1
673	5083	1
674	795	1
674	797	1
674	804	1
674	805	1
674	22331	1
674	31587	1
675	46305	1
676	3408	1
676	14078	1
676	14079	1
676	30898	1
677	2370	1
677	2372	1
677	22294	1
678	307	1
678	308	1
679	307	1
679	308	1
680	132	1
680	307	1
681	308	1
682	307	1
683	308	1
684	309	1
685	309	1
685	310	1
686	307	1
686	1143	1
687	21601	1
688	311	1
688	312	1
688	313	1
689	311	1
689	312	1
689	313	1
690	312	1
691	313	1
692	314	1
693	315	1
694	317	1
695	114	1
695	317	1
696	317	1
696	318	1
697	47	1
697	319	1
697	320	1
698	321	1
699	309	1
699	310	1
699	323	1
700	322	1
701	324	1
702	380	1
702	382	1
703	387	1
703	28520	1
704	12068	1
704	53308	1
705	12068	1
705	53308	1
706	385	1
706	386	1
707	797	1
707	28477	1
708	28477	1
709	100	1
709	102	1
709	409	1
710	380	1
710	388	1
711	21607	1
711	21613	1
711	21615	1
712	380	1
712	383	1
712	391	1
713	388	1
713	389	1
713	391	1
713	392	1
713	393	1
714	100	1
714	394	1
715	395	1
716	389	1
716	390	1
716	391	1
717	392	1
717	393	1
718	1040	1
718	30119	1
719	30119	1
720	27482	1
720	30163	1
721	84	1
721	233	1
721	1058	1
721	30136	1
721	30155	1
722	1042	1
722	30155	1
723	234	1
723	30136	1
724	232	1
724	30136	1
725	238	1
725	239	1
725	30136	1
726	1039	1
726	1050	1
726	30118	1
726	30121	1
726	30122	1
726	30123	1
726	30124	1
726	30125	1
726	30127	1
726	30165	1
727	1039	1
727	29723	1
727	30118	1
728	1052	1
728	1079	1
729	30133	1
730	1065	1
731	1066	1
732	30129	1
733	30129	1
733	30130	1
734	30132	1
735	1038	1
736	30135	1
737	1043	1
737	1060	1
737	1086	1
738	962	1
738	30153	1
739	30153	1
740	114	1
740	866	1
740	1046	1
740	1053	1
740	30162	1
741	30168	1
742	1048	1
742	1068	1
742	30167	1
743	30154	1
743	30156	1
743	30157	1
744	1041	1
744	30158	1
745	1057	1
746	1054	1
746	1055	1
746	1057	1
746	30170	1
746	30172	1
747	30159	1
748	262	1
748	1056	1
749	23237	1
749	24149	1
750	1054	1
750	30170	1
751	1059	1
752	1070	1
752	30160	1
753	1047	1
753	1054	1
753	1062	1
754	1062	1
755	1071	1
756	1040	1
756	1071	1
756	30131	1
757	1058	1
757	1072	1
757	1090	1
758	1074	1
758	1090	1
759	1073	1
759	1090	1
760	1080	1
761	30160	1
762	1081	1
763	1084	1
764	1085	1
765	1086	1
766	1082	1
766	1083	1
766	1087	1
766	1088	1
767	1083	1
768	30171	1
769	30171	1
770	1092	1
770	30174	1
770	30175	1
771	30175	1
772	1078	1
772	1091	1
772	1096	1
772	30169	1
773	30177	1
774	30177	1
775	30177	1
776	1096	1
777	1078	1
777	1094	1
778	1094	1
779	1078	1
779	1095	1
780	1078	1
780	1095	1
780	43058	1
781	1095	1
782	1078	1
782	1095	1
783	30184	1
784	42865	1
784	42876	1
785	42867	1
786	42883	1
786	42884	1
787	22347	1
788	28045	1
789	22297	1
789	24445	1
789	28048	1
789	42865	1
789	42899	1
790	42865	1
790	42899	1
791	42865	1
792	42895	1
792	42900	1
793	42899	1
794	42899	1
795	42873	1
795	42913	1
795	42915	1
795	42916	1
796	22268	1
797	42865	1
798	28048	1
798	42899	1
799	42865	1
799	42890	1
799	42899	1
800	22268	1
801	22347	1
802	42896	1
803	42899	1
804	42899	1
805	42865	1
805	42899	1
806	42899	1
807	42865	1
808	22305	1
809	42884	1
810	42884	1
811	17197	1
811	17198	1
811	17199	1
811	17200	1
812	17201	1
812	17202	1
812	17203	1
812	17204	1
813	17216	1
814	17217	1
815	17218	1
815	17219	1
815	17220	1
815	17221	1
815	17222	1
815	17223	1
815	17224	1
816	17225	1
816	17226	1
816	17227	1
816	17228	1
816	17229	1
817	17237	1
817	17238	1
817	17239	1
817	17240	1
817	17241	1
817	17242	1
817	17243	1
818	17246	1
819	17250	1
820	17254	1
821	17255	1
822	17256	1
823	17262	1
824	17263	1
825	17267	1
826	17268	1
827	17269	1
828	17270	1
829	30632	1
830	30634	1
831	30635	1
832	30636	1
833	30637	1
834	30638	1
835	30639	1
836	30639	1
837	30641	1
838	17252	1
838	30642	1
839	30643	1
840	30644	1
841	30645	1
842	30646	1
843	30647	1
844	30648	1
845	30649	1
846	30650	1
847	30651	1
848	30652	1
849	30653	1
850	114	1
850	770	1
851	17245	1
852	46	1
852	114	1
852	831	1
853	114	1
854	114	1
854	837	1
855	831	1
856	17223	1
857	17255	1
858	46	1
858	114	1
859	33	1
859	34	1
859	35	1
860	30638	1
861	114	1
862	1119	1
863	1138	1
864	1139	1
865	1149	1
866	1151	1
867	14300	1
868	670	1
869	13270	1
870	670	1
871	1138	1
872	1138	1
873	554	1
873	558	1
874	1129	1
874	1133	1
875	13241	1
876	54860	1
877	22150	1
878	54893	1
879	25001	1
880	26132	1
881	25000	1
882	22154	1
883	22149	1
884	22153	1
885	54916	1
886	24988	1
886	55104	1
887	24989	1
887	55136	1
888	24990	1
888	55176	1
889	24991	1
889	55137	1
890	55113	1
891	55134	1
891	55136	1
891	55137	1
892	55237	1
893	55249	1
894	55255	1
895	54860	1
896	54860	1
896	55187	1
897	54860	1
897	54958	1
898	54860	1
898	55177	1
899	54860	1
899	55174	1
900	1139	1
900	1149	1
901	1149	1
901	1150	1
902	1115	1
902	1138	1
902	1149	1
903	54860	1
903	55101	1
904	1149	1
904	1151	1
905	1149	1
906	1149	1
906	13248	1
907	54860	1
907	54911	1
907	54916	1
908	1122	1
908	1123	1
909	1138	1
909	1149	1
910	54869	1
910	54992	1
911	1115	1
911	1116	1
911	1118	1
912	1116	1
912	1118	1
912	1123	1
913	1116	1
913	1123	1
913	1149	1
914	5347	1
914	22326	1
914	31489	1
915	1121	1
915	1138	1
915	1149	1
915	24513	1
915	24514	1
916	1141	1
916	1149	1
916	1150	1
916	24514	1
917	1149	1
917	1150	1
918	5340	1
918	8550	1
919	1149	1
919	1150	1
919	13246	1
920	1123	1
921	114	1
921	28249	1
922	114	1
922	5401	1
923	5394	1
923	5395	1
924	1120	1
924	1121	1
924	1122	1
925	194	1
925	201	1
926	5361	1
927	114	1
927	115	1
927	120	1
927	5347	1
927	5348	1
928	25351	1
929	204	1
930	194	1
930	204	1
930	809	1
931	204	1
932	25373	1
933	797	1
933	25360	1
934	550	1
935	23636	1
935	25352	1
936	23636	1
936	25352	1
937	25372	1
938	823	1
939	647	1
940	23637	1
940	25352	1
940	25366	1
940	28157	1
941	25364	1
941	25365	1
942	25352	1
943	21651	1
943	25352	1
944	21602	1
944	21613	1
944	23564	1
944	25353	1
945	23652	1
946	48	1
946	839	1
946	843	1
947	773	1
948	25378	1
949	98	1
950	217	1
950	25374	1
950	25375	1
950	25378	1
950	25379	1
951	25375	1
951	25381	1
952	21838	1
952	24164	1
953	25379	1
954	25379	1
955	207	1
955	25376	1
956	23637	1
957	217	1
957	25374	1
958	214	1
958	25380	1
959	25375	1
960	25377	1
961	25355	1
961	27862	1
962	25356	1
962	27863	1
963	25370	1
964	25373	1
964	28207	1
964	30184	1
965	1039	1
966	217	1
966	237	1
966	25374	1
967	21693	1
967	21694	1
967	25369	1
968	25359	1
969	25359	1
969	26348	1
970	25371	1
971	223	1
971	224	1
972	25354	1
973	25360	1
974	25351	1
974	25361	1
975	16599	1
975	25363	1
976	808	1
976	25363	1
976	55091	1
977	808	1
977	25363	1
978	25363	1
979	25363	1
980	216	1
981	82	1
981	83	1
982	475	1
982	34573	1
983	46	1
983	34580	1
984	476	1
984	34550	1
985	34551	1
986	30381	1
986	30626	1
987	922	1
987	30384	1
987	30613	1
987	30628	1
987	34545	1
988	2	1
988	34554	1
989	476	1
989	34560	1
989	34564	1
989	34565	1
990	478	1
990	34578	1
991	479	1
991	480	1
992	34546	1
992	34550	1
993	34580	1
994	34585	1
995	34589	1
996	481	1
996	34580	1
997	2	1
997	154	1
998	479	1
998	34574	1
999	2	1
1000	34580	1
1001	481	1
1002	481	1
1003	926	1
1003	34593	1
1004	34574	1
1005	46	1
1006	34573	1
1006	34574	1
1007	8295	1
1007	8297	1
1007	8298	1
1007	30381	1
1008	479	1
1008	480	1
1008	657	1
1009	924	1
1010	482	1
1010	34591	1
1011	483	1
1012	484	1
1012	485	1
1013	95	1
1013	486	1
1013	487	1
1013	34568	1
1013	34577	1
1014	34597	1
1014	34598	1
1014	34601	1
1015	1180	1
1016	7818	1
1017	7818	1
1018	7818	1
1019	7818	1
1020	23637	1
1020	30482	1
1021	24527	1
1022	25494	1
1023	23833	1
1024	7523	1
1025	1179	1
1026	1180	1
1027	1179	1
1027	1180	1
1028	30482	1
1028	30483	1
1029	21636	1
1029	30484	1
1030	21636	1
1030	25480	1
1030	27341	1
1031	1098	1
1032	320	1
1032	373	1
1032	440	1
1032	496	1
1032	1098	1
1032	1099	1
1032	1100	1
1033	1100	1
1034	1045	1
1034	1098	1
1034	1099	1
1034	1100	1
1035	1076	1
1035	1098	1
1036	105	1
1036	1098	1
1037	1100	1
1037	27528	1
1038	62	1
1038	1098	1
1039	1104	1
1039	1105	1
1040	344	1
1041	320	1
1042	320	1
1043	320	1
1044	373	1
1045	320	1
1045	373	1
1045	440	1
1045	496	1
1046	440	1
1047	496	1
1048	1098	1
1049	1100	1
1050	1104	1
1051	1104	1
1052	1106	1
1053	1098	1
1053	27529	1
1053	30178	1
1054	1099	1
1054	30178	1
1055	1099	1
1055	30178	1
1056	1107	1
1057	1107	1
1058	1104	1
1059	1101	1
1060	1098	1
1060	1103	1
1060	1104	1
1061	1098	1
1061	1104	1
1062	972	1
1062	1103	1
1063	1098	1
1064	1098	1
1065	1108	1
1065	1113	1
1066	1108	1
1067	1102	1
1067	1105	1
1068	1102	1
1069	1108	1
1070	27533	1
1071	1105	1
1071	30160	1
1072	27533	1
1073	687	1
1074	689	1
1075	687	1
1076	688	1
1077	683	1
1078	678	1
1078	680	1
1078	681	1
1078	22975	1
1078	22976	1
1078	22977	1
1079	680	1
1079	22976	1
1080	679	1
1080	686	1
1081	684	1
1082	682	1
1083	55137	1
1084	55137	1
1085	30774	1
1085	55137	1
1086	54860	1
1086	55137	1
1087	30775	1
1087	30779	1
1087	55137	1
1088	55137	1
1089	55137	1
1090	778	1
1090	55137	1
1091	30775	1
1092	30778	1
1093	55137	1
1094	30780	1
1095	30781	1
1096	55137	1
1097	30776	1
1098	30783	1
1099	55138	1
1100	55137	1
1101	55134	1
1102	55136	1
1102	55137	1
1103	55137	1
1103	55140	1
1104	55137	1
1105	55137	1
1106	55074	1
1107	55058	1
1108	30780	1
1109	939	1
1110	945	1
1111	944	1
1112	945	1
1113	947	1
1114	941	1
1115	946	1
1116	942	1
1117	941	1
1118	944	1
1119	944	1
1120	945	1
1121	944	1
1122	939	1
1123	929	1
1123	939	1
